-BEGIN HEADER-,,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,,
Location: latitude  39.3405   longitude -95.7227 ,,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,
parameter(s): ,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR,WS10M,CLRSKY_SFC_SW_DWN
2012,7,15,8.01,30.26,43.01,0,3.74,8.13
2012,7,16,7.39,30.54,46.82,0,4.7,7.88
2012,7,17,7.61,32.33,39.41,0,4.36,7.93
2012,7,18,7.28,32.69,40.93,5.48,4.94,7.89
2012,7,19,8.04,32.16,42.24,0,3.23,8.08
2012,7,20,8.12,30.03,38.53,0,3.75,8.12
2012,7,21,7.84,30.47,36.13,0,3.26,8.02
2012,7,22,7.81,33.22,30.1,0,4.03,7.84
2012,7,23,7.76,33.91,29.91,0,4.15,7.79
2012,7,24,7.55,34.54,34.85,0,5.65,7.83
2012,7,25,7.15,34.72,36.05,2.55,6.84,7.79
2012,7,26,7.04,29.92,55.87,6.36,2.2,7.79
2012,7,27,8,27.89,42.9,0,4.37,8.02
2012,7,28,6.98,28.58,43.05,0.17,4.44,7.73
2012,7,29,7.48,32.59,37.57,0.08,3.31,7.68
2012,7,30,3.22,29.1,47.14,2.12,2.83,7.37
2012,7,31,6.54,30.82,38.9,0.05,2.8,7.45
2012,8,1,5.3,32.14,33.14,0.18,4.15,7.43
2012,8,2,6.49,28.93,46.93,10.86,3.02,7.51
2012,8,3,3.97,30.36,45.62,0.53,2.5,7.31
2012,8,4,4.79,27.08,55.57,1.13,4.38,7.36
2012,8,5,7.82,24.77,44.69,0,3.68,7.96
2012,8,6,7.73,27.66,34.01,0,2.89,7.84
2012,8,7,6.27,30.89,29.03,0.13,2.48,7.53
2012,8,8,6.65,31.03,45.81,3.86,1.76,7.16
2012,8,9,6.38,25.29,56.6,0,5.06,7.55
2012,8,10,7.62,22.86,44.33,0,4.38,7.64
2012,8,11,6.99,24.01,43.81,0.18,2.61,7.28
2012,8,12,6.89,26.71,45.36,0.2,6.01,7.12
2012,8,13,3.51,22.56,52.24,0.01,5.17,7.31
2012,8,14,5.03,21.97,53.68,1.78,3.33,6.92
2012,8,15,7.05,25.93,56.71,0,4.36,7.06
2012,8,16,3.7,23.64,43.27,0.07,5.39,5.93
2012,8,17,7.25,21.38,32.78,0.04,2.81,7.29
2012,8,18,4.81,22.22,31.01,0.19,2.6,7.11
2012,8,19,7.32,21.72,39.42,0,4.04,7.37
2012,8,20,6.73,24.57,30.38,0,2.39,7.34
2012,8,21,6.92,26.89,29.58,0,2.9,7.26
2012,8,22,6.58,28.11,30.49,0,5.11,7.17
2012,8,23,5.73,28.16,38.54,4.69,5.99,6.74
2012,8,24,2.01,23.8,66.54,12.64,4.96,5.98
2012,8,25,1.6,22.89,82.34,40.28,4.54,6.18
2012,8,26,3.41,23.75,84.85,7.7,4.69,6.53
2012,8,27,6.6,24.93,70.16,0.01,2.44,6.7
2012,8,28,6.39,25.43,56.58,0,3,6.44
2012,8,29,6.35,26.34,53.86,0,3.31,6.41
2012,8,30,6.7,27.05,47.3,0,3.34,6.72
2012,8,31,3.1,24.95,68.04,4.8,5.36,6.36
2012,9,1,4.67,24.82,74.89,7.52,7.1,6.22
2012,9,2,6.41,25.53,62.97,0,2.19,6.47
2012,9,3,6.17,27.41,69.51,10.65,4.6,6.33
2012,9,4,6.23,27.52,65.79,0.61,2.15,6.45
2012,9,5,6.35,26.13,55.33,0,3.93,6.37
2012,9,6,6.28,24.76,52.12,0,3.64,6.36
2012,9,7,3.62,20.52,64.68,4.17,5.85,5.99
2012,9,8,6.75,18.69,49.39,0,4.27,6.75
2012,9,9,6.74,18.08,51.2,0,3.77,6.75
2012,9,10,6.67,20.01,54.87,0,5.16,6.68
2012,9,11,6.45,23.71,45.73,0,7.3,6.52
2012,9,12,3.94,23.12,59.08,9.47,5.64,5.96
2012,9,13,1.18,13.65,81.22,10.63,6.32,5.75
2012,9,14,4.37,15.48,61.24,0,2.63,6.28
2012,9,15,4.22,17.74,70.79,0.03,3.2,5.87
2012,9,16,3.32,19.47,78.18,0,2.55,5.78
2012,9,17,3.31,17.38,76.43,0.8,3.91,5.4
2012,9,18,6.12,14.69,51.76,0,3.54,6.12
2012,9,19,5.62,19.95,50.19,0,5.87,5.9
2012,9,20,4.58,17.04,45.39,0,3.1,5.75
2012,9,21,5.78,18.46,46.78,0,5.44,5.85
2012,9,22,6.06,13.23,46.86,0,4.71,6.06
2012,9,23,5.55,13.46,50.28,0,2.53,5.69
2012,9,24,4.2,17.65,60.29,0.05,3.68,4.86
2012,9,25,4.48,20.56,73.56,1.82,2.05,5.05
2012,9,26,1.82,17.8,76.62,1.88,1.66,5
2012,9,27,3.8,17.96,57.18,0.03,2.14,5.22
2012,9,28,3.57,16.72,61.83,0.08,3.08,5.24
2012,9,29,5.33,17.62,51.73,0,2.25,5.43
2012,9,30,2.95,18.55,51.92,0,1.75,5.07
2012,10,1,3.79,17.57,56.29,1.01,5.85,4.72
2012,10,2,5.4,16.51,45.44,0,3.06,5.44
2012,10,3,5.35,17.3,45.89,0.09,4.93,5.36
2012,10,4,1.89,12.09,58.35,1.04,4.81,4.81
2012,10,5,2.14,7.36,60.97,0.35,4.62,4.9
2012,10,6,2.29,5.09,50.88,0.08,4.25,5.13
2012,10,7,5.08,5.95,54.3,0,3.4,5.22
2012,10,8,5.09,10.34,51.92,0,6.19,5.14
2012,10,9,2.87,9.36,59.74,0,5,4.81
2012,10,10,4.94,8.93,51.75,0,3.11,5
2012,10,11,3.06,13.51,58.02,0.02,4.49,4.14
2012,10,12,1.33,11.76,59.72,1.78,5.66,4.18
2012,10,13,1.38,19.48,92.47,19.24,7.05,4.07
2012,10,14,4.5,15.58,65.76,8.03,6.67,4.56
2012,10,15,4.37,16.17,58.09,0,2.74,4.6
2012,10,16,4.05,17.97,62.62,0,5.62,4.52
2012,10,17,2.64,14.29,59.2,0.59,6.68,4.36
2012,10,18,2.14,10.1,49.91,0.61,10.01,4.64
2012,10,19,1.73,9.51,65.16,0.17,7.16,4.48
2012,10,20,4.39,12.32,67.76,0,3.58,4.44
2012,10,21,3.45,18.72,84.36,0.07,5.46,4.06
2012,10,22,3.12,20.36,76.38,0.09,4.93,4.01
2012,10,23,2.83,21.14,78.15,0,5.99,4.01
2012,10,24,2.74,21.42,80.57,1.07,5.91,3.92
2012,10,25,2.09,7.69,67.67,1.29,7.65,4.05
2012,10,26,3.21,1.78,64.9,0,4.44,4.27
2012,10,27,3.3,2.19,66.58,0,1.77,4.2
2012,10,28,4.06,4.62,62.24,0,2.44,4.08
2012,10,29,3.24,7.27,58.66,0,4.82,3.94
2012,10,30,2.9,7.54,59.53,0,4.12,3.78
2012,10,31,3.58,9.16,54.68,0,1.51,3.83
2012,11,1,3.72,11.27,64.24,0,4.12,3.76
2012,11,2,3.31,9.37,60.17,0,5.21,3.64
2012,11,3,3.76,6.5,67.08,0,4.46,3.78
2012,11,4,3.19,8.99,69.49,1.34,3.04,3.6
2012,11,5,0.54,6.2,82.48,0.15,5.54,3.5
2012,11,6,3.62,7.56,63.51,0.01,6.07,3.74
2012,11,7,3.53,6.2,61.81,0,3.45,3.67
2012,11,8,3.47,10,65.48,0,5.92,3.47
2012,11,9,2.99,15.4,76.01,0,6.01,3.27
2012,11,10,1.93,19,69.4,0.97,10.86,3.21
2012,11,11,1.33,2.28,68.91,30.73,6.82,3.36
2012,11,12,3.44,-1.25,59.3,0,4.55,3.55
2012,11,13,3.25,3.34,61.76,0,3.11,3.46
2012,11,14,3.36,5.53,63.62,0,4.1,3.41
2012,11,15,2.04,5.98,69.68,0,2.53,3.1
2012,11,16,3.13,5.46,77.66,0,3.02,3.23
2012,11,17,3.04,7.37,67.08,0,5.52,3.22
2012,11,18,2.39,9.14,63.12,0.01,6.65,3.11
2012,11,19,2.96,10.62,74.82,0.01,4.86,3.01
2012,11,20,3.22,8.93,70.16,0,2.95,3.22
2012,11,21,3.14,12.09,67.22,0,6.54,3.18
2012,11,22,1.72,12.89,61.69,0.01,7.04,2.81
2012,11,23,3.13,0.06,52.68,0,6.47,3.21
2012,11,24,2.37,1.81,54.83,0,4.45,3.03
2012,11,25,2.69,3.76,69.23,0,4.22,2.99
2012,11,26,1.57,-1.38,75.7,0,5.13,2.91
2012,11,27,2.89,-2.37,68.44,0,3.08,3.03
2012,11,28,2.93,1.74,75.15,0,3.33,2.99
2012,11,29,2.46,5.36,83.43,0,3.74,2.83
2012,11,30,2.07,5.72,83.08,0,2.89,2.87
2012,12,1,1.08,11.99,93.26,0,4.09,2.58
2012,12,2,2.59,10.48,83.97,0.02,3.05,2.8
2012,12,3,1.92,13.49,75.48,0.01,6.86,2.64
2012,12,4,2.9,7.12,56.01,0,3.35,2.96
2012,12,5,2.23,6.31,58.33,0.06,4.74,2.85
2012,12,6,0.86,6.19,84,0.03,3.59,2.5
2012,12,7,0.79,4.84,87.79,0.15,2.76,2.52
2012,12,8,1.45,1.71,84.83,0.28,3.46,2.62
2012,12,9,1.79,-0.21,69.54,0.08,6.7,2.65
2012,12,10,2.75,-5.19,51.87,0,5.18,2.95
2012,12,11,2.67,-0.75,59.2,0,3.59,2.81
2012,12,12,2.83,1.27,50.97,0,6.71,2.83
2012,12,13,2.61,2.25,60.94,0,5.13,2.75
2012,12,14,1.15,4.01,80.08,5.34,5.91,2.46
2012,12,15,0.88,6.3,88.31,1.38,5.88,2.57
2012,12,16,0.48,0.97,87.73,0.02,2.72,2.48
2012,12,17,2,1.17,73.7,0,3.15,2.67
2012,12,18,2.71,4.29,65.35,0,4.79,2.75
2012,12,19,0.46,1.77,84.15,3.82,6.38,2.43
2012,12,20,2.1,-3.38,73.66,4.01,11.74,2.83
2012,12,21,2.54,-2.96,66.32,0,2.89,2.83
2012,12,22,2.68,-0.61,77.42,0,3.28,2.83
2012,12,23,2.5,-3.51,82.73,0,4.19,2.7
2012,12,24,1.85,-6.28,73.04,0,6.42,2.71
2012,12,25,1.58,-8.5,67.63,0,7.89,2.66
2012,12,26,2.62,-8.86,78.92,0,3.66,2.83
2012,12,27,1.62,-3.58,83.12,0,3.89,2.64
2012,12,28,0.81,-4.09,80.83,0.01,4.39,2.72
2012,12,29,2.69,-4.46,74.47,0,4.37,2.86
2012,12,30,1.87,-0.59,69.25,0,6.5,2.77
2012,12,31,0.55,-1.92,78.84,2,4.64,2.52
2013,1,1,1.83,-7.27,71.31,0.03,3.36,2.87
2013,1,2,1.97,-4.15,86.89,0.07,4.46,2.86
2013,1,3,1.96,-3.85,83.05,0.04,3.4,2.9
2013,1,4,2.8,-2.67,80.39,0.05,4.5,2.9
2013,1,5,2.5,0.5,75.26,0.03,6.48,2.76
2013,1,6,2.87,-1.88,73.33,0,4.66,2.93
2013,1,7,2.07,0.7,72.84,0,6.5,2.99
2013,1,8,2.7,2.26,79.24,0,5.64,2.79
2013,1,9,2.61,2.93,80.9,0,3.54,2.99
2013,1,10,0.65,2.09,94.42,6.6,3.85,2.48
2013,1,11,1.72,8,78.43,0.34,8,2.81
2013,1,12,1.09,-3.71,55.36,0.01,6.44,2.88
2013,1,13,3.05,-7.53,55.79,0,5.6,3.18
2013,1,14,3.07,-6.11,64.09,0,1.8,3.2
2013,1,15,3.11,-4.21,61.15,0,1.7,3.14
2013,1,16,3,-0.58,72.02,0,5.14,3.07
2013,1,17,3.15,1.22,76.55,0,3.18,3.15
2013,1,18,3.16,3.95,72.8,0,8.4,3.16
2013,1,19,3.12,3.57,72.3,0,5.97,3.25
2013,1,20,2.43,-4.09,54.09,0,4.44,3.23
2013,1,21,1.46,-6.44,52.89,0,4.67,3.28
2013,1,22,2.91,-6.78,67.87,0,2.53,3.23
2013,1,23,3.19,-3.03,70.01,0,4.38,3.3
2013,1,24,2.26,-7.63,45.67,0,5.49,3.35
2013,1,25,3.22,-0.39,61.09,0,2.35,3.44
2013,1,26,2.87,2.54,68.23,0.12,4.61,3.33
2013,1,27,1.04,5.97,93.47,2,6.11,3.14
2013,1,28,2.8,10.17,83.94,0.26,5.42,3.26
2013,1,29,0.52,4.68,86.24,4.39,6.07,3.28
2013,1,30,1.6,-3.53,69.62,1.73,8.72,3.69
2013,1,31,2.24,-8.24,57.39,0.01,7.04,3.59
2013,2,1,1.9,-7.47,57.62,0.01,4.39,3.5
2013,2,2,3.04,-0.24,78.77,0.17,5.02,3.74
2013,2,3,3.69,1.37,67.41,0.03,4.77,3.8
2013,2,4,2.7,-0.55,80.66,0,4.84,3.79
2013,2,5,3.78,2.12,71.92,0,4.51,3.82
2013,2,6,3.49,6.06,79.79,1.26,5.52,3.81
2013,2,7,2.94,4.19,84.02,4.78,6.61,3.64
2013,2,8,3.28,-1.08,81.97,0,3.33,4.06
2013,2,9,3.3,3.07,77.7,0.05,7.24,3.63
2013,2,10,3.25,4.92,68.86,1.16,11.66,4.1
2013,2,11,4.23,0.47,61,0,5.86,4.24
2013,2,12,2.83,0.33,65.24,0.01,2.52,4.11
2013,2,13,4.2,2.72,59.9,0,4.83,4.22
2013,2,14,3.16,2.76,66.92,0.02,6,4.34
2013,2,15,4.1,-2.58,64.34,4.81,4.76,4.51
2013,2,16,2.55,-3.1,74.35,0.44,3.94,4.42
2013,2,17,4.15,2.85,72.78,0,5.02,4.39
2013,2,18,1.46,2.77,68.64,0.08,8.8,4.19
2013,2,19,4.79,-3.97,51.69,0,5.7,4.88
2013,2,20,1.34,-5.31,50.61,0.64,5.21,4.46
2013,2,21,1,-5.42,84.16,13.7,7.99,4.47
2013,2,22,4.49,-5.83,85.43,0.5,4.7,4.88
2013,2,23,4.66,-5.3,88.11,0.49,3.65,4.91
2013,2,24,4.02,-1.43,83.59,0.25,3.99,4.79
2013,2,25,1.23,0.18,85.2,1.1,6.55,4.45
2013,2,26,1.22,-0.16,86.83,2.83,8.76,4.75
2013,2,27,3.16,-0.52,77.24,1.29,7.75,4.99
2013,2,28,1.12,-1.29,75.98,0,5.83,5.04
2013,3,1,1.95,-2.57,71.33,0,5.55,5.2
2013,3,2,4.33,-3.39,71.9,0,2.45,5.31
2013,3,3,3.36,1.01,77.12,0,5.5,4.76
2013,3,4,3.01,1.79,89.64,0.13,4.36,4.65
2013,3,5,3.88,-0.87,58.04,0.02,9.27,5.55
2013,3,6,5.17,-1.85,69.22,0,3,5.42
2013,3,7,5.03,2.49,75.09,0,5.94,5.2
2013,3,8,3.43,7.17,79.08,0.23,7.19,4.78
2013,3,9,0.74,10.99,93.02,13.51,7.02,4.84
2013,3,10,0.93,1.6,81.93,1.07,9.06,5.39
2013,3,11,3.95,-0.91,59.42,0.19,5.94,5.65
2013,3,12,4.56,1.04,62.79,0.27,6.3,5.87
2013,3,13,4.84,0.58,61.3,0.02,2.88,5.73
2013,3,14,5.15,8.63,64.76,0,4.79,5.52
2013,3,15,4.37,13.73,62.5,0,5.14,5.57
2013,3,16,1.92,3.19,71.32,0.21,7.2,5.12
2013,3,17,2.54,1.65,73.88,0.78,6.12,5.28
2013,3,18,6.14,3.64,59.58,0.46,6.25,6.18
2013,3,19,2.15,1.45,59.69,1.74,2.99,5.94
2013,3,20,6.46,-2.02,51.58,0.01,5.63,6.47
2013,3,21,1.81,-1.56,62.26,0.24,5.26,5.77
2013,3,22,1.07,0.34,73.79,0.19,3.19,6
2013,3,23,1.42,-0.13,79.56,2.92,5.8,5.81
2013,3,24,1.57,-1.79,70.01,2.06,8.83,6.43
2013,3,25,2.4,-2.41,68.53,0.26,7.31,6.55
2013,3,26,5.99,-1.22,62.34,0,3.03,6.66
2013,3,27,4.8,3.03,68.88,0.01,4.99,5.55
2013,3,28,5.97,7.45,72.23,0.01,3.36,6.18
2013,3,29,6.11,10.9,70.08,0.59,4.26,6.15
2013,3,30,3.9,13.42,73.79,3.24,4.7,5.79
2013,3,31,6.53,10.75,60.8,0,4.96,6.56
2013,4,1,6.2,2.23,51.92,0.05,5.63,6.65
2013,4,2,6.31,3.2,52.38,0,2.93,6.82
2013,4,3,4.22,4.87,58.13,0,3.04,6.7
2013,4,4,6.51,8.86,53.34,0,2.34,6.82
2013,4,5,6.02,12.11,56.39,0,5.54,6.69
2013,4,6,5.58,16.18,58.35,0,6.26,6.59
2013,4,7,3.68,15.99,67.41,16.22,4.57,6.37
2013,4,8,3.06,18.45,82.31,0.81,5.35,6.19
2013,4,9,2.98,17.44,84.57,16.62,5.73,6.13
2013,4,10,1.42,4.4,77.43,7.85,7.02,6.64
2013,4,11,2.4,1.66,68.78,0.04,6.84,7.23
2013,4,12,5.68,3.94,66.59,0.22,6.07,7.31
2013,4,13,5.68,9.56,69.79,0.12,4.25,7.08
2013,4,14,2.99,14.71,65.36,0.52,8.4,6.64
2013,4,15,2.22,8.78,49.95,0.05,4.59,7.16
2013,4,16,1.65,6.14,65.92,1.7,6.07,6.86
2013,4,17,0.87,8.59,88.29,26.32,3.54,5.84
2013,4,18,2.4,2.93,73.07,13.7,9.61,7.64
2013,4,19,6.74,3.97,57.78,0,6.61,7.74
2013,4,20,5.38,5.52,64.54,0.09,4.58,7.2
2013,4,21,5.29,12.68,69.38,0.09,6.7,7.14
2013,4,22,2.22,10.35,82.02,6.34,5.99,6.9
2013,4,23,2.04,1.5,76.35,7.98,7.98,7.51
2013,4,24,7.86,4.68,60.66,0.01,4.26,7.94
2013,4,25,7.38,11.07,61.43,0.42,3.88,7.72
2013,4,26,2.66,11.82,81.97,3.2,5.09,6.51
2013,4,27,3.21,11.94,82.83,0.59,2.25,7.22
2013,4,28,7.51,16.06,74.63,0.16,4.89,7.7
2013,4,29,7.35,19.28,73.94,0,4.81,7.53
2013,4,30,6.95,21.1,68.05,0,7.67,7.58
2013,5,1,4.94,11.69,82.74,16.89,6.91,7.29
2013,5,2,1.41,3.52,78.64,16.67,9.17,7.78
2013,5,3,3.58,4.59,72,2,7.31,8.16
2013,5,4,2.67,5.28,88.38,0.9,6.77,8
2013,5,5,2.48,10.08,85.27,0.16,4.78,7.77
2013,5,6,5.06,13.14,81.07,0.08,2.37,7.81
2013,5,7,6.76,16.44,73.95,0.13,2.1,7.63
2013,5,8,5.38,17.76,78.07,13.91,4.37,7.46
2013,5,9,4.25,17.07,83.16,2.13,3.41,7.55
2013,5,10,5.04,15.36,71.29,0.04,4.72,7.89
2013,5,11,8.43,12.34,55.78,0.03,6.31,8.44
2013,5,12,7.22,11.44,57.57,0.02,2,8.24
2013,5,13,7.84,16.82,66.28,0,4.36,8.08
2013,5,14,8.12,22.36,57.51,0,6.9,8.13
2013,5,15,7.17,22.48,69.27,0.78,4.2,7.97
2013,5,16,6.11,21.07,77.43,0.01,3.02,7.67
2013,5,17,6.37,21.14,76.37,0,2.6,7.86
2013,5,18,4.66,22.18,83.25,5.34,4.99,7.55
2013,5,19,4.88,23.32,83.47,14.42,6.07,7.38
2013,5,20,7.36,19.95,70.13,0.2,4.48,7.88
2013,5,21,7.08,17.34,62.63,0.01,5.75,8.39
2013,5,22,4.7,14.59,72.5,0.03,5.32,8.4
2013,5,23,4.91,15.27,74.27,0,4.22,8.28
2013,5,24,6.94,16.44,69.61,0.03,5.65,8.09
2013,5,25,6.3,21.68,75.54,0.33,6.08,7.75
2013,5,26,4.98,23.39,81.44,14.53,6.16,7.54
2013,5,27,3.9,22.5,86.97,34.04,6.74,7.56
2013,5,28,4.17,23.82,85.15,25.06,5.77,7.47
2013,5,29,3.29,22.32,84.81,10.86,8.27,7.42
2013,5,30,3.89,19.83,85.09,12.89,7.33,7.87
2013,5,31,5.67,21.71,78.58,4.92,3.72,8.11
2013,6,1,4.1,16.57,71.72,0,5.82,8.48
2013,6,2,5.69,14.65,71.33,0,3.81,8.74
2013,6,3,8.45,16.57,74.26,0,4.85,8.51
2013,6,4,4.87,20.3,81.15,1.56,4.8,7.75
2013,6,5,3.01,17.9,82.08,6.19,4.63,7.87
2013,6,6,6.73,17.34,74,0.01,3.8,8.53
2013,6,7,7.62,17.53,71.03,0,2.96,8.48
2013,6,8,5.82,19.5,73.84,13.24,6.66,8.09
2013,6,9,6.95,20.19,73.93,1.93,5.84,8.54
2013,6,10,8.5,21.27,74.61,0.17,3.12,8.63
2013,6,11,5.77,26.43,70.53,0.12,6.9,8.47
2013,6,12,8.21,26.45,71.5,0.04,6.95,8.26
2013,6,13,6.2,21.22,74,0.02,3.36,8.21
2013,6,14,7.01,24.97,77.35,0.36,5.66,8.08
2013,6,15,3.34,24.82,83.23,6.29,5.41,7.5
2013,6,16,4.51,23.1,87.65,3.89,2.68,8.18
2013,6,17,6.01,23.9,74.91,0.97,2.87,8.2
2013,6,18,6.43,23.4,72,3.88,2.31,8.31
2013,6,19,7.12,23.72,75.29,0,4.33,8.17
2013,6,20,7.17,24.41,81.98,0.02,6.66,7.73
2013,6,21,5.57,27.18,73.7,0.03,7.47,7.85
2013,6,22,7.19,27.23,68.74,2.03,7.02,8.04
2013,6,23,3.13,25.62,77.91,7.8,5.7,7.72
2013,6,24,3.99,26.32,71.58,6.15,7.36,7.77
2013,6,25,5.29,27.42,68.9,3.28,7.89,7.62
2013,6,26,8.37,27.84,64.38,0.05,4.43,8.48
2013,6,27,1.93,28.01,71.68,13.2,2.35,7.85
2013,6,28,8.23,24.5,65,0,5.46,8.52
2013,6,29,8,22.4,64.23,0.06,7.04,8.54
2013,6,30,7.08,20.96,66.9,0,4.67,7.97
2013,7,1,7.99,21.09,63.53,0,4.36,8.34
2013,7,2,7.8,22.14,55.92,0.07,2.34,8.24
2013,7,3,6.79,22.98,54.87,1.67,2.06,8.04
2013,7,4,8.06,24.2,54.61,0,4.26,8.1
2013,7,5,7.24,25.84,54.93,0.01,5.56,7.92
2013,7,6,4.45,26.54,56.48,0.24,6.41,7.55
2013,7,7,6.9,27.84,54.42,0.57,7,7.46
2013,7,8,5.63,29.6,55.67,2.05,4.85,7.63
2013,7,9,6.91,32.18,53.24,0.61,4.45,7.86
2013,7,10,7.69,28.59,60.15,1.05,4.32,8.01
2013,7,11,8.05,26.78,53.94,0,4.27,8.19
2013,7,12,7.91,27.62,57.61,0.39,5.78,7.94
2013,7,13,3.41,27.78,55.9,1.32,4.87,7.65
2013,7,14,7.79,26.03,53.28,0.02,5.12,8.04
2013,7,15,7.38,26.74,62.2,0.58,3.23,7.9
2013,7,16,6.93,28.53,57.97,0,1.97,7.87
2013,7,17,6.66,29.25,56.56,0.01,2.55,7.71
2013,7,18,7.62,29.82,54.38,0,4.27,7.95
2013,7,19,7.34,30.54,55.04,3.07,3.73,7.95
2013,7,20,2.68,27.2,73.13,6.22,2.3,7.7
2013,7,21,5.97,27.37,66.97,0.99,2.18,7.7
2013,7,22,6.57,29.92,59.68,0.12,2.49,7.65
2013,7,23,4.7,28.04,58.8,0.64,3.54,7.66
2013,7,24,7.91,25.58,56.51,0,3.37,8.06
2013,7,25,2.32,23.95,71.08,5.01,3.11,7.49
2013,7,26,6.94,24.46,60.71,2.57,4.78,7.89
2013,7,27,6.16,19.93,52.54,0.24,3.39,7.94
2013,7,28,4.89,19.19,58.84,0.52,1.37,7.66
2013,7,29,0.95,19.72,89.04,40.46,5.49,7.16
2013,7,30,2.49,23.61,83.61,9.25,4.02,7.17
2013,7,31,6.97,23.62,71.6,0.03,2.28,7.57
2013,8,1,7.36,24.56,71.95,25.06,2.16,7.49
2013,8,2,4.72,25.31,81.97,2.48,3.3,7.08
2013,8,3,5.23,24.18,75.87,1.99,4.03,7.22
2013,8,4,2.29,21.1,84.07,9.61,4.13,6.68
2013,8,5,3.68,24.77,83.49,4.88,1.88,7.06
2013,8,6,5.81,25.89,83,5.08,1.98,7.01
2013,8,7,5.55,25.5,71.79,1.25,2.92,7.3
2013,8,8,2.4,22.87,74.56,0.79,3.44,7.2
2013,8,9,3.35,22.14,74.21,0.75,1.89,6.99
2013,8,10,7.37,23.09,68.05,0.01,2.62,7.39
2013,8,11,7.07,23.59,66.44,0.4,2.75,7.42
2013,8,12,5.71,24.34,78.96,15.82,2.07,6.91
2013,8,13,6.13,21.82,66.4,0,2.63,6.89
2013,8,14,5.9,20.9,68.02,0.66,2.87,6.96
2013,8,15,2.6,20.21,78.32,8.9,3.88,6.6
2013,8,16,4.81,18.55,75.58,0.57,3.67,6.62
2013,8,17,6.98,19.71,63.85,0,2.77,7.25
2013,8,18,6.59,21.4,66.05,0.01,2.58,7.03
2013,8,19,6.33,23.79,71.15,0,3.99,6.64
2013,8,20,6.48,25.93,67.74,0,5.15,6.61
2013,8,21,6.41,26.18,68.69,0,4.21,6.44
2013,8,22,4.29,26.53,65.79,0,2.96,6.36
2013,8,23,5.43,27.17,66.23,0.01,3.67,6.24
2013,8,24,5.93,27.51,69.27,0,5.13,6.44
2013,8,25,6.51,28.15,65.85,0,4.85,6.68
2013,8,26,6.69,28.25,64.33,0,5.35,6.74
2013,8,27,6.51,28.32,59.85,0,5.43,6.79
2013,8,28,6.53,27.56,65.8,0,3.35,6.87
2013,8,29,5.57,29.92,62.77,0,3.56,6.57
2013,8,30,6.64,30.09,56.89,0,3.59,6.66
2013,8,31,3.83,27.74,71.45,16.19,2.04,6.46
2013,9,1,6.08,24.66,68.07,6.21,4.13,6.44
2013,9,2,6.81,21.68,59.97,0,2.95,6.86
2013,9,3,6.62,22.37,53.74,0,1.7,6.78
2013,9,4,4.83,23.88,58.31,0,2.52,6.36
2013,9,5,5.69,24.35,55.29,0,2.62,6.29
2013,9,6,6.01,26.43,60.38,0,3.59,6.19
2013,9,7,5.99,28.99,58.88,0,4.8,6.05
2013,9,8,5.32,29.8,58.08,0.07,3.24,5.93
2013,9,9,6.09,28.72,49.23,0,6.08,6.19
2013,9,10,5.94,28.25,52.09,0.02,6,6.14
2013,9,11,5.04,25.22,68.86,6.91,3.55,5.96
2013,9,12,4.89,24.23,63.48,1.47,3.32,5.94
2013,9,13,5.36,19.23,52.65,0,3.01,6.38
2013,9,14,4.94,19.09,54.27,0.07,4.35,5.81
2013,9,15,2.59,20.37,74.72,17.26,4.81,5.25
2013,9,16,1.4,15.91,84.13,5.64,4.96,4.87
2013,9,17,3.4,19.12,86.78,8.84,4.64,5.01
2013,9,18,5.49,25.97,67.83,0.01,8.15,5.69
2013,9,19,4.31,24.26,75.74,19.5,6.46,5.54
2013,9,20,5.41,16.75,59.74,0.02,4.86,6.11
2013,9,21,5.85,17.25,57.74,0,2.12,5.95
2013,9,22,5.91,18.02,60.55,0,4.73,5.97
2013,9,23,5.92,18.08,62.51,0,6.99,5.95
2013,9,24,2.2,18.25,71.19,0,3.85,5.43
2013,9,25,5.56,19.66,72.89,0,3.56,5.58
2013,9,26,5.47,22.45,66.85,0,7.14,5.48
2013,9,27,5.31,23.44,62.84,0,7.23,5.35
2013,9,28,3.03,17.12,65.82,5.12,5.74,5.05
2013,9,29,5.63,16.6,52.87,0,2.6,5.64
2013,9,30,5.18,17.61,62.81,0.01,4.32,5.54
